original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
1127,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,84,?,tú fuiste alguna vez al médico ?%mor: pro:sub|tú=you v|i-2S&PRET=go det:indef|algún-f=some n|vez&f=turn aprep|a~det:art|el&m=to n|médico-m=physician ?,%mor:
1128,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,87,.,sí .%mor: co|sí=yes .,%mor:
1129,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,89,.,a_ver (.) cuéntame cuando ibas al médico .%mor: co|a_ver=lets_see imp|conta-2S&IMP~pro:clit|1S=count_tell pro:rel|cuando=when v|i-2S&PAS=go aprep|a~det:art|el&m=to n|médico-m=physician .,%mor:
1130,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,93,.,esta note [*] .%mor: det:dem|este-f=this v|nota-13S&SUB&PRES=note .,%mor:
1131,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,96,?,esta noche ?%mor: det:dem|este-f=this n|noche&f=night ?,%mor:
1132,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,98,.,sí .%mor: co|sí=yes .,%mor:
1133,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,100,?,fuiste al médico esta noche ?%mor: v|i-2S&PRET=go aprep|a~det:art|el&m=to n|médico-m=physician det:dem|este-f=this n|noche&f=night ?,%mor:
1134,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,103,.,sí .%mor: co|sí=yes .,%mor:
1135,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,105,.,qué te paso (.) a_ver (.) cuéntamelo .%mor: pro:int|qué=what pro:obj|te=you v|pasa-1S&PRES=pass co|a_ver=lets_see imp|conta-2S&IMP~pro:clit|1S~pro:clit|OBJ&m=count_tell .,%mor:
1136,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,109,.,&eeee (.) que (.) <que a hopistal [*]> [/] (.) me pitaron [*] .%mor: pro:rel|que=that pro:obj|me=me v|pita-3P&PRET=whistle .,%mor:
1137,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,113,.,xxx me lo pitaron [*] .%mor: pro:obj|me=me pro:obj|lo&m=him v|pita-3P&PRET=whistle .,%mor:
1138,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,116,.,y que te paso (.) a_ver .%mor: coord|y=and pro:rel|que=that pro:obj|te=you v|pasa-1S&PRES=pass co|a_ver=lets_see .,%mor:
1139,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,119,.,qué [/] qué llolé [*] .%mor: pro:int|qué=what ?|llolé .,%mor:
1140,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,122,?,lloraste ?%mor: v|llora-2S&PRET=cry ?,%mor:
1141,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,124,.,sí .%mor: co|sí=yes .,%mor:
1142,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,126,?,ayyy (.) y cuando fuiste al médico qué te dijo (.) qué te hicieron ?%mor: ?|ayyy coord|y=and conj|cuando=when v|i-2S&PRET=go aprep|a~det:art|el&m=to n|médico-m=physician pro:int|qué=what pro:obj|te=you v|deci-3S&PRET=say pro:int|qué=what pro:obj|te=you v|hace-3P&PRET=do ?,%mor:
1143,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,132,.,pitame [*] .%mor: imp|pita-2S&IMP~pro:clit|1S=whistle .,%mor:
1144,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,136,?,te pincharon ?%mor: pro:obj|te=you v|pincha-3P&PRET=pinch ?,%mor:
1145,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,138,.,sí .%mor: co|sí=yes .,%mor:
1146,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,140,?,vaya (.) y cuando vas al médico (.) qué te dan ?%mor: co|vaya=come_on coord|y=and conj|cuando=when v|i-2S&PRES=go aprep|a~det:art|el&m=to n|médico-m=physician pro:int|qué=what pro:obj|te=you v|da-3P&PRES=give ?,%mor:
1147,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,144,.,un bo@c .%mor: det:art|un&m=one chi|bo .,%mor:
1148,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,146,?,un bo@c ?%mor: det:art|un&m=one chi|bo ?,%mor:
1149,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,148,.,un bo@c (.) un xxx (.) un bo@c .%mor: det:art|un&m=one chi|bo det:art|un&m=one det:art|un&m=one chi|bo .,%mor:
1150,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,150,?,un palo ?%mor: det:art|un&m=one n|palo&m=stick ?,%mor:
1151,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,152,.,sí .%mor: co|sí=yes .,%mor:
1152,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,154,?,un palo de qué ?%mor: det:art|un&m=one n|palo&m=stick prep|de=of pro:int|qué=what ?,%mor:
1153,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,156,.,e [*] [/] e [*] [/] e [*] [/] e [*] (..) e [*] maea [*] .%mor: coord|e=and coord|e=and ?|maea .,%mor:
1154,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,161,?,de madera ?%mor: prep|de=of n|madera&f=wood ?,%mor:
1155,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,163,.,e [*] maea [*] .%mor: coord|e=and ?|maea .,%mor:
1156,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,166,.,claro (.) te dan el palo de madera .%mor: co|claro=obvious pro:obj|te=you v|da-3P&PRES=give det:art|el&m&SG=the n|palo&m=stick prep|de=of n|madera&f=wood .,%mor:
1157,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,169,.,pero rope [*] .%mor: conj|pero=but ?|rope .,%mor:
1158,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,172,!,rompe !%mor: imp|rompe-2S&IMP=break !,%mor:
1159,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,174,.,sí .%mor: co|sí=yes .,%mor:
1160,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,176,.,vaya .%mor: co|vaya=come_on .,%mor:
1161,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,178,.,pero esta noche rompí uno .%mor: n|pero&m=excuse det:dem|este-f=this n|noche&f=night v|rompe-1S&PRET=break pro:indef|uno=one .,%mor:
1162,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,181,?,rompiste uno ?%mor: v|rompe-2S&PRET=break pro:indef|uno=one ?,%mor:
1163,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,183,.,eta [*] note [*] .%mor: ?|eta v|nota-13S&SUB&PRES=note .,%mor:
1164,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,186,.,www .,%mor:
1165,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,187,.,www .,%mor:
1166,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,188,?,aaah (...) y qué más (.) qué te hacen cuando vas al médico ?%mor: ?|aaah coord|y=and pro:int|qué=what adv|más=more pro:int|qué=what pro:obj|te=you v|hace-3P&PRES=do conj|cuando=when v|i-2S&PRES=go aprep|a~det:art|el&m=to n|médico-m=physician ?,%mor:
1167,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,192,.,nada .%mor: pro:indef|nada=nothing .,%mor:
1168,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,194,?,qué te miran ?%mor: pro:int|qué=what pro:obj|te=you v|mira-3P&PRES=look ?,%mor:
1169,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,196,.,me isen [*] ata [*] ego [*] (.) <ya te> [//] (.) ya puede [*] irte a casa .%mor: pro:obj|me=me ?|isen v|ata-3S&PRES=fasten n|ego&m=ego adv|ya=already v|pode-3S&PRES=can ?|irte aprep|a=to n|casa&f=house .,%mor:
1170,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,203,.,www .,%mor:
1171,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,204,.,www .,%mor:
1172,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,205,?,aaah (.) pero cuando vas (.) qué te miran (.) cómo te miran pa_ver si estás malín ?%mor: ?|aaah conj|pero=but conj|cuando=when v|i-2S&PRES=go pro:int|qué=what pro:obj|te=you v|mira-3P&PRES=look pro:int|cómo=how pro:obj|te=you v|mira-3P&PRES=look ?|pa_ver conj|si=if aux|esta-2S&PRES=be n|mal&m-AUG=harm ?,%mor:
1173,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,211,.,y (.) y (.) me isen [*] que xxx (.) que abe [*] a [*] boca .%mor: coord|y=and coord|y=and pro:obj|me=me ?|isen prep|que=than prep|que=than ?|abe aprep|a=to n|boca&f=mouth .,%mor:
1174,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,216,?,qué abrás la boca ?%mor: pro:int|qué=what v|abri-2S&SUB&PRES=open det:art|el&f&SG=the n|boca&f=mouth ?,%mor:
1175,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,219,.,sí .%mor: co|sí=yes .,%mor:
1176,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,221,?,y tú la abres ?%mor: coord|y=and pro:sub|tú=you det:art|el&f&SG=the v|abri-2S&PRES=open ?,%mor:
1177,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,224,.,sí .%mor: co|sí=yes .,%mor:
1178,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,226,.,bueno .%mor: co|bueno=good .,%mor:
1179,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,228,?,y te miran la barriguina ?%mor: coord|y=and pro:obj|te=you v|mira-3P&PRES=look det:art|el&f&SG=the n|barriga&f-AUG=belly ?,%mor:
1180,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,231,.,no [/] no .%mor: adv|no=no .,%mor:
1181,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,233,?,no te miran la barriga ?%mor: adv|no=no pro:obj|te=you v|mira-3P&PRES=look det:art|el&f&SG=the n|barriga&f=belly ?,%mor:
1182,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,236,.,no .%mor: adv|no=no .,%mor:
1183,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,244,!,yo tego [*] nunas [*] botas !%mor: pro:sub|yo=I ?|tego ?|nunas v|bota-2S&PRES=bounce !,%mor:
1184,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,247,?,tienes ?%mor: v|tene-2S&PRES=have ?,%mor:
1185,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,249,.,una [*] bota [*] pa pisá [*] sacos [*] .%mor: det:art|un-f=one n|bota&f=wine_bag co|pa imp|pisa-2S&IMP=press n|saco&m-PL=coat .,%mor:
1186,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,254,?,unas botas para pisar sacos ?%mor: det:art|un-f-PL=one n|bota&f-PL=wine_bag prep|para=for inf|pisa-INF=press n|saco&m-PL=coat ?,%mor:
1187,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,257,.,sí (.) sacos [*] y xxx xxx llueve .%mor: co|sí=yes n|saco&m-PL=coat coord|y=and v|llove-3S&PRES=rain .,%mor:
1188,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,260,!,ah (.) charcos de cuando llueve !%mor: co|ah n|charco&m-PL=puddle prep|de=of pro:rel|cuando=when v|llove-3S&PRES=rain !,%mor:
1189,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,263,?,cómo se llaman esas botas (.) de qué son ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call det:dem|ese-f-PL=that v|bota-2S&PRES=bounce prep|de=of pro:int|qué=what cop|se-3P&PRES=be ?,%mor:
1190,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,267,.,xxx (.) e [*] amaillos [*] (..) son amaillos [*] .%mor: coord|e=and ?|amaillos cop|se-3P&PRES=be ?|amaillos .,%mor:
1191,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,270,.,www .,%mor:
1192,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,273,?,fuiste alguna vez a un cumpleaños ?%mor: v|i-2S&PRET=go det:indef|algún-f=some n|vez&f=turn aprep|a=to det:art|un&m=one n|cumpleaño&m-PL=birthday ?,%mor:
1193,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,276,.,no .%mor: adv|no=no .,%mor:
1194,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,278,?,nunca fuiste a un cumpleaños ?%mor: adv|nunca=never v|i-2S&PRET=go aprep|a=to det:art|un&m=one n|cumpleaño&m-PL=birthday ?,%mor:
1195,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,281,.,mamá me egala [*] un xxx (.) y una moto .%mor: n|mamá&f=mommy pro:obj|me=me ?|egala det:art|un&m=one coord|y=and det:art|un-f=one n|moto&m=guide_post .,%mor:
1196,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,285,?,una moto ?%mor: det:art|un-f=one n|moto&m=guide_post ?,%mor:
1197,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,287,.,y una bisi [*] .%mor: coord|y=and pro:indef|una=one ?|bisi .,%mor:
1198,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,290,?,una bici ?%mor: det:art|un-f=one n|bici&f=bicycle ?,%mor:
1199,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,292,.,y todo .%mor: coord|y=and pro:indef|todo-m=all .,%mor:
1200,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,294,.,www .,%mor:
1201,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,295,.,www .,%mor:
1202,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,296,.,www .,%mor:
1203,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,297,.,www .,%mor:
1204,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,298,?,te va a comprar una moto ?%mor: pro:obj|te=you v|i-3S&PRES=go aprep|a=to inf|compra-INF=buy det:art|un-f=one n|moto&m=guide_post ?,%mor:
1205,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,301,.,sí (.) y [/] y un ordenador [?] y una bisi [*] .%mor: co|sí=yes coord|y=and det:art|un&m=one n|ordenador&m=computer coord|y=and pro:indef|una=one ?|bisi .,%mor:
1206,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,305,.,www .,%mor:
1207,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,306,.,www .,%mor:
1208,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,307,!,uy !%mor: co|uy !,%mor:
1209,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,309,.,y una moto .%mor: coord|y=and det:art|un-f=one n|moto&m=guide_post .,%mor:
1210,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,311,?,una moto ?%mor: det:art|un-f=one n|moto&m=guide_post ?,%mor:
1211,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,313,!,va a ser mucho (.) Dani !%mor: v|i-3S&PRES=go aprep|a=to cop|se-INF=be adv|mucho=much n:prop|Dani !,%mor:
1212,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,316,.,sí .%mor: co|sí=yes .,%mor:
1213,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,319,.,y juego xxx .%mor: coord|y=and n|juego&m=game .,%mor:
1214,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,321,.,claro (.) juegas con todo .%mor: co|claro=obvious v|juga-2S&PRES=play prep|con=with pro:indef|todo-m=all .,%mor:
1215,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,324,.,no me caso [*] .%mor: adv|no=no pro:obj|me=me v|casa-1S&PRES=marry .,%mor:
1216,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,329,.,&pe pero xxx la piluca [*] e [*] mala .%mor: n|pero&m=excuse det:art|el&f&SG=the ?|piluca coord|e=and adj|malo-f=bad .,%mor:
1217,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,333,.,xxx .,%mor:
1218,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,334,?,eh ?%mor: co|eh ?,%mor:
1219,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,336,.,a [*] uja [*] piluja [*] e [*] mala .%mor: aprep|a=to ?|uja ?|piluja coord|e=and adj|malo-f=bad .,%mor:
1220,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,340,?,qué estás cantando ?%mor: pro:int|qué=what aux|esta-2S&PRES=be part|canta-PROG=sing ?,%mor:
1221,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,342,.,no (.) que a [*] uja [*] piuja [*] es mala .%mor: co|no=no pro:rel|que=that aprep|a=to ?|uja ?|piuja cop|se-3S&PRES=be adj|malo-f=bad .,%mor:
1222,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,347,.,www .,%mor:
1223,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,348,.,www .,%mor:
1224,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,349,?,claro (.) conoces tú a la bruja piruja ?%mor: co|claro=obvious v|conoce-2S&PRES=know pro:sub|tú=you aprep|a=to det:art|el&f&SG=the n|brujo-f=witch n|piruja&f=whore ?,%mor:
1225,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,352,.,no .%mor: adv|no=no .,%mor:
1226,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,354,?,y por qué sabes que es mala ?%mor: coord|y=and prep|por=for pro:int|qué=what v|sabe-2S&PRES=know pro:rel|que=that cop|se-3S&PRES=be adj|malo-f=bad ?,%mor:
1227,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,357,.,&po poque [*] (..) poque [*] ez [*] mala (.) cabesota [*] .%mor: ?|poque ?|poque ?|ez adj|malo-f=bad ?|cabesota .,%mor:
1228,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,361,.,y atí [*] toy [*] yo vieno [*] juguetes .%mor: coord|y=and ?|atí n|toy&m=toy pro:sub|yo=I v|veni-1S&PRES=come n|juguete&m-PL=toy .,%mor:
1229,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,366,?,te gustan mis juguetes ?%mor: pro:obj|te=you v|gusta-3P&PRES=like n|mis&f=teacher n|juguete&m-PL=toy ?,%mor:
1230,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,369,.,sí .%mor: co|sí=yes .,%mor:
1231,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,371,?,hay muchos (.) eh ?%mor: v|habe-3S&PRES&SPEC=have det:indef|mucho-m-PL=many co|eh ?,%mor:
1232,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,373,.,sí .%mor: co|sí=yes .,%mor:
1233,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,375,?,a_ver (.) cuál te gusta más ?%mor: co|a_ver=lets_see pro:int|cuál=which pro:obj|te=you v|gusta-3S&PRES=like adv|más=more ?,%mor:
1234,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,378,.,esto [*] [= perro de peluche] .%mor: pro:dem|esto=this_one .,%mor:
1235,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,381,?,cuál ?%mor: pro:int|cuál=which ?,%mor:
1236,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,383,.,ése [= señala al perro] .%mor: pro:dem|ése=that_one .,%mor:
1237,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,385,?,de qué color es ?%mor: prep|de=of pro:int|qué=what n|color&m=hue cop|se-3S&PRES=be ?,%mor:
1238,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,387,.,ése e [*] [/] (...) e [*] toro [*] (..) e [*] xxx colores .%mor: pro:dem|ése=that_one coord|e=and n|toro&m=bull coord|e=and v|colora-2S&SUB&PRES=color .,%mor:
1239,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,391,?,de muchos colores ?%mor: prep|de=of det:indef|mucho-m-PL=many v|colora-2S&SUB&PRES=color ?,%mor:
1240,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,393,.,sí .%mor: co|sí=yes .,%mor:
1241,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,395,?,a_ver (.) éste ?%mor: co|a_ver=lets_see pro:dem|éste=this_one ?,%mor:
1242,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,398,.,éste (..) es un patáfono [*] .%mor: pro:dem|éste=this_one cop|se-3S&PRES=be det:art|un&m=one ?|patáfono .,%mor:
1243,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,402,.,no (.) <eso no es un> [/] hipopótamo .%mor: adv|no=no n|hipopótamo-m=hippopotamus .,%mor:
1244,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,404,?,qué es ?%mor: pro:int|qué=what cop|se-3S&PRES=be ?,%mor:
1245,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,406,.,hipopótamo es el que tienes en la mano .%mor: n|hipopótamo-m=hippopotamus cop|se-3S&PRES=be det:art|el&m&SG=the pro:rel|que=that v|tene-2S&PRES=have prep|en=in det:art|el&f&SG=the n|mano&f=hand .,%mor:
1246,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,410,.,sí [/] sí .%mor: co|sí=yes .,%mor:
1247,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,412,?,sí (.) de qué color es el hipopótamo ?%mor: co|sí=yes prep|de=of pro:int|qué=what n|color&m=hue cop|se-3S&PRES=be det:art|el&m&SG=the n|hipopótamo-m=hippopotamus ?,%mor:
1248,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,418,.,e [*] rojo .%mor: coord|e=and adj|rojo-m=red .,%mor:
1249,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,421,.,no .%mor: adv|no=no .,%mor:
1250,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,423,.,es [/] es (..) como te [* se] xxx xxx llama .%mor: cop|se-3S&PRES=be adv|como=like pro:obj|te=you v|llama-3S&PRES=call .,%mor:
1251,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,426,?,te lo digo ?%mor: pro:obj|te=you pro:obj|lo&m=him v|deci-1S&PRES=say ?,%mor:
1252,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,428,.,sí .%mor: co|sí=yes .,%mor:
1253,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,432,.,velde [*] .%mor: ?|velde .,%mor:
1254,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,437,.,morada .%mor: adj|morado-f=purple .,%mor:
1255,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,439,.,molada [*] .%mor: part|mola-PPART-f .,%mor:
1256,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,442,.,pues sí .%mor: co|pues=well co|sí=yes .,%mor:
1257,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,444,?,y esto (.) qué es ?%mor: coord|y=and pro:dem|esto=this_one pro:int|qué=what cop|se-3S&PRES=be ?,%mor:
1258,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,447,.,un pelo [*] .%mor: det:art|un&m=one n|pelo&m=hair .,%mor:
1259,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,450,?,un perro (.) cómo hacen los perros ?%mor: det:art|un&m=one n|perro-m=dog pro:int|cómo=how v|hace-3P&PRES=do det:art|el&m-PL=the n|perro-m-PL=dog ?,%mor:
1260,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,453,!,&guau &guau &=grita !,%mor:
1261,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,454,!,&guau &guau !,%mor:
1262,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,455,?,de qué color es ?%mor: prep|de=of pro:int|qué=what n|color&m=hue cop|se-3S&PRES=be ?,%mor:
1263,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,457,?,ése ?%mor: pro:dem|ése=that_one ?,%mor:
1264,02dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,459,.,sí .%mor: co|sí=yes .,%mor:
1265,02dtz30m.cha,spa,DiezItza,CHI,3;00.11,.,.,.,Target_Child,.,.,461,.,e [*] gis [*] .%mor: coord|e=and n|gis&m=chalk .,%mor:
