original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
868,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1442,.,la tía sabe hacer un avión .%mor: det:art|el&f&SG=the n|tío-f=uncle v|sabe-3S&PRES=know inf|hace-INF=do det:art|un&m=one n|avión&f=airplane .,%mor:,0,,,0,0,0,,,,,
869,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1442,v|sabe-3s&pres=know,la tía sabe hacer un avión .%mor: det:art|el&f&SG=the n|tío-f=uncle v|sabe-3S&PRES=know inf|hace-INF=do det:art|un&m=one n|avión&f=airplane .,%svd:,saber,DP-def,1,3,s,pres,,switch,,,
870,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1445,?,+< vos estás viendo quién dibuja mejores aviones acá entre todos ?%mor: pro:obj|vos=you aux|esta-2S&PRES=be part|ve-PROG=see pro:int|quién=who v|dibuja-3S&PRES=draw v|mejora-2S&SUB&PRES=improve n|avión&f-PL=airplane adv|acá=there prep|entre=between pro:indef|todo-m-PL=all ?,%mor:,0,,,0,0,0,,,,,
871,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1445,aux|esta-2s&pres=be,+< vos estás viendo quién dibuja mejores aviones acá entre todos ?%mor: pro:obj|vos=you aux|esta-2S&PRES=be part|ve-PROG=see pro:int|quién=who v|dibuja-3S&PRES=draw v|mejora-2S&SUB&PRES=improve n|avión&f-PL=airplane adv|acá=there prep|entre=between pro:indef|todo-m-PL=all ?,%svd:,estar,1,1,2,s,pres,,,,,
872,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1445,v|dibuja-3s&pres=draw,+< vos estás viendo quién dibuja mejores aviones acá entre todos ?%mor: pro:obj|vos=you aux|esta-2S&PRES=be part|ve-PROG=see pro:int|quién=who v|dibuja-3S&PRES=draw v|mejora-2S&SUB&PRES=improve n|avión&f-PL=airplane adv|acá=there prep|entre=between pro:indef|todo-m-PL=all ?,%svd:,dibujar,0,1,3,s,pres,switch,switch,,,
873,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1445,v|mejora-2s&sub&pres=improve,+< vos estás viendo quién dibuja mejores aviones acá entre todos ?%mor: pro:obj|vos=you aux|esta-2S&PRES=be part|ve-PROG=see pro:int|quién=who v|dibuja-3S&PRES=draw v|mejora-2S&SUB&PRES=improve n|avión&f-PL=airplane adv|acá=there prep|entre=between pro:indef|todo-m-PL=all ?,%svd:,mejorar,na,na,na,na,na,na,na,na,tag error,
874,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1450,.,&jajjajaj .,%mor:,0,,,0,0,0,,,,,
875,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1451,!,"vos no dibujaste ninguno, me parece !%mor: pro:obj|vos=you adv|no=no v|dibuja-2S&PRET=draw det:indef|ningún-m=none cm|cm pro:obj|me=me v|parece-3S&PRES=seem !",%mor:,0,,,0,0,0,,,,,
876,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1451,v|dibuja-2s&pret=draw,"vos no dibujaste ninguno, me parece !%mor: pro:obj|vos=you adv|no=no v|dibuja-2S&PRET=draw det:indef|ningún-m=none cm|cm pro:obj|me=me v|parece-3S&PRES=seem !",%svd:,dibujar,1,1,2,s,pret,,,,,
877,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1451,v|parece-3s&pres=seem,"vos no dibujaste ninguno, me parece !%mor: pro:obj|vos=you adv|no=no v|dibuja-2S&PRET=draw det:indef|ningún-m=none cm|cm pro:obj|me=me v|parece-3S&PRES=seem !",%svd:,parecer,na,na,na,na,na,na,na,na,gustar-type verb,
878,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1454,.,decile a papi que te dibuje .%mor: ?|decile aprep|a=to n|papi&m=daddy pro:rel|que=that pro:obj|te=you v|dibuja-13S&SUB&PRES=draw .,%mor:,0,,,0,0,0,,,,,
879,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1454,v|dibuja-13s&sub&pres=draw,decile a papi que te dibuje .%mor: ?|decile aprep|a=to n|papi&m=daddy pro:rel|que=that pro:obj|te=you v|dibuja-13S&SUB&PRES=draw .,%svd:,dibujar,0,1,3,s,sub&pres,switch,switch,,,
880,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,CHI,3;5.,male,.,.,Target_Child,.,.,1457,.,"papi, un avión .%mor: n|papi&m=daddy cm|cm det:art|un&m=one n|avión&f=airplane .",%mor:,0,,,0,0,0,,,,,
881,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,FAT,.,male,.,.,Father,.,.,1459,?,un avión ?%mor: det:art|un&m=one n|avión&f=airplane ?,%mor:,0,,,0,0,0,,,,,
882,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1461,.,"+< a papi decile que te, te dibuje un avión .%mor: aprep|a=to n|papi&m=daddy ?|decile pro:rel|que=that pro:obj|te=you cm|cm pro:obj|te=you v|dibuja-13S&SUB&PRES=draw det:art|un&m=one n|avión&f=airplane .",%mor:,0,,,0,0,0,,,,,
883,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1461,v|dibuja-13s&sub&pres=draw,"+< a papi decile que te, te dibuje un avión .%mor: aprep|a=to n|papi&m=daddy ?|decile pro:rel|que=that pro:obj|te=you cm|cm pro:obj|te=you v|dibuja-13S&SUB&PRES=draw det:art|un&m=one n|avión&f=airplane .",%svd:,dibujar,0,1,3,s,sub&pres,switch,switch,,,
884,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1465,?,"y vos en Paraguay fuiste a la escuela, entonces, allá ?%mor: coord|y=and pro:obj|vos=you prep|en=in n:prop|Paraguay v|i-2S&PRET=go aprep|a=to det:art|el&f&SG=the n|escuela&f=school cm|cm co|entonces cm|cm adv|allá=there ?",%mor:,0,,,0,0,0,,,,,
885,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1465,v|i-2s&pret=go,"y vos en Paraguay fuiste a la escuela, entonces, allá ?%mor: coord|y=and pro:obj|vos=you prep|en=in n:prop|Paraguay v|i-2S&PRET=go aprep|a=to det:art|el&f&SG=the n|escuela&f=school cm|cm co|entonces cm|cm adv|allá=there ?",%svd:,ir,1,1,2,s,pret,,,,,
886,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1469,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
887,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1471,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
888,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1473,?,hasta qué edad fuiste ?%mor: prep|hasta=until pro:int|qué=what n|edad&f=age v|i-2S&PRET=go ?,%mor:,0,,,0,0,0,,,,,
889,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1473,v|i-2s&pret=go,hasta qué edad fuiste ?%mor: prep|hasta=until pro:int|qué=what n|edad&f=age v|i-2S&PRET=go ?,%svd:,ir,0,1,2,s,pret,,,,,
890,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1475,.,"&eh, ciclo básico te dicen ahí, el séptimo, octavo, noveno .%mor: cm|cm n|ciclo&m=cycle adj|básico-m=basic pro:obj|te=you v|deci-3P&PRES=say adv|ahí=there cm|cm det:art|el&m&SG=the adj|séptimo-m=seventh cm|cm adj:num|octavo-m=eighth cm|cm adj:num|noveno-m=ninth .",%mor:,0,,,0,0,0,,,,,
891,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1475,v|deci-3p&pres=say,"&eh, ciclo básico te dicen ahí, el séptimo, octavo, noveno .%mor: cm|cm n|ciclo&m=cycle adj|básico-m=basic pro:obj|te=you v|deci-3P&PRES=say adv|ahí=there cm|cm det:art|el&m&SG=the adj|séptimo-m=seventh cm|cm adj:num|octavo-m=eighth cm|cm adj:num|noveno-m=ninth .",%svd:,decir,na,na,na,na,na,na,na,na,generic,
892,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1480,!,perfecto !%mor: adj|perfecto-m=perfect !,%mor:,0,,,0,0,0,,,,,
893,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1482,.,&unjú .,%mor:,0,,,0,0,0,,,,,
894,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1483,?,"y ahí &eh, me decías, hacías la escuela, en guaraní o en español ?%mor: coord|y=and adv|ahí=there cm|cm pro:obj|me=me v|deci-2S&PAS=say cm|cm v|hace-2S&PAS=do det:art|el&f&SG=the n|escuela&f=school cm|cm prep|en=in n|guaraní&m=Guarani coord|o=or prep|en=in n|español&m=Spanish ?",%mor:,0,,,0,0,0,,,,,
895,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1483,v|deci-2s&pas=say,"y ahí &eh, me decías, hacías la escuela, en guaraní o en español ?%mor: coord|y=and adv|ahí=there cm|cm pro:obj|me=me v|deci-2S&PAS=say cm|cm v|hace-2S&PAS=do det:art|el&f&SG=the n|escuela&f=school cm|cm prep|en=in n|guaraní&m=Guarani coord|o=or prep|en=in n|español&m=Spanish ?",%svd:,decir,0,1,2,s,pas,,,,,
896,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1483,v|hace-2s&pas=do,"y ahí &eh, me decías, hacías la escuela, en guaraní o en español ?%mor: coord|y=and adv|ahí=there cm|cm pro:obj|me=me v|deci-2S&PAS=say cm|cm v|hace-2S&PAS=do det:art|el&f&SG=the n|escuela&f=school cm|cm prep|en=in n|guaraní&m=Guarani coord|o=or prep|en=in n|español&m=Spanish ?",%svd:,hacer,0,1,2,s,pas,same,same,,,
897,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1488,.,en español .%mor: prep|en=in n|español&m=Spanish .,%mor:,0,,,0,0,0,,,,,
898,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1490,.,en español .%mor: prep|en=in n|español&m=Spanish .,%mor:,0,,,0,0,0,,,,,
899,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1492,.,"&unjú, en español .%mor: cm|cm prep|en=in n|español&m=Spanish .",%mor:,0,,,0,0,0,,,,,
900,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1494,.,yo trabajé en Paraguay diez año(s) en una empresa de seguridad .%mor: pro:sub|yo=I v|trabaja-1S&PRET=work prep|en=in n:prop|Paraguay det:num|diez=ten n|año&m-PL=year prep|en=in det:art|un-f=one n|empresa&f=business prep|de=of n|seguridad&f=security .,%mor:,0,,,0,0,0,,,,,
901,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1494,v|trabaja-1s&pret=work,yo trabajé en Paraguay diez año(s) en una empresa de seguridad .%mor: pro:sub|yo=I v|trabaja-1S&PRET=work prep|en=in n:prop|Paraguay det:num|diez=ten n|año&m-PL=year prep|en=in det:art|un-f=one n|empresa&f=business prep|de=of n|seguridad&f=security .,%svd:,trabajar,1,1,1,s,pret,,,,,
902,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1498,!,diez años !%mor: det:num|diez=ten n|año&m-PL=year !,%mor:,0,,,0,0,0,,,,,
903,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1500,.,"sí, diez año(s) en una empresa de seguridad .%mor: co|sí=yes cm|cm det:num|diez=ten n|año&m-PL=year prep|en=in det:art|un-f=one n|empresa&f=business prep|de=of n|seguridad&f=security .",%mor:,0,,,0,0,0,,,,,
904,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1504,.,"manejo arma(s), sé lo que es, cómo trabajar .%mor: v|maneja-1S&PRES=drive v|arma-2S&PRES=arm cm|cm v|sabe-1S&PRES=know pro:obj|lo&m=him pro:rel|que=that cop|se-3S&PRES=be cm|cm pro:int|cómo=how inf|trabaja-INF=work .",%mor:,0,,,0,0,0,,,,,
,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1504,v|maneja-1s&pres=drive,"manejo arma(s), sé lo que es, cómo trabajar .%mor: v|maneja-1S&PRES=drive v|arma-2S&PRES=arm cm|cm v|sabe-1S&PRES=know pro:obj|lo&m=him pro:rel|que=that cop|se-3S&PRES=be cm|cm pro:int|cómo=how inf|trabaja-INF=work .",%svd:,manejar,0,1,1,s,pres,,,,,
905,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1504,v|arma-2s&pres=arm,"manejo arma(s), sé lo que es, cómo trabajar .%mor: v|maneja-1S&PRES=drive v|arma-2S&PRES=arm cm|cm v|sabe-1S&PRES=know pro:obj|lo&m=him pro:rel|que=that cop|se-3S&PRES=be cm|cm pro:int|cómo=how inf|trabaja-INF=work .",%svd:,armar,na,na,na,na,na,na,na,na,tag error,
906,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1504,v|sabe-1s&pres=know,"manejo arma(s), sé lo que es, cómo trabajar .%mor: v|maneja-1S&PRES=drive v|arma-2S&PRES=arm cm|cm v|sabe-1S&PRES=know pro:obj|lo&m=him pro:rel|que=that cop|se-3S&PRES=be cm|cm pro:int|cómo=how inf|trabaja-INF=work .",%svd:,saber,0,1,1,s,pres,same,same,,,
907,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1504,cop|se-3s&pres=be,"manejo arma(s), sé lo que es, cómo trabajar .%mor: v|maneja-1S&PRES=drive v|arma-2S&PRES=arm cm|cm v|sabe-1S&PRES=know pro:obj|lo&m=him pro:rel|que=that cop|se-3S&PRES=be cm|cm pro:int|cómo=how inf|trabaja-INF=work .",%svd:,ser,0,0,3,s,pres,,,,,
908,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1508,.,fue por mi mamá que no entré a hacer un curso para policía .%mor: cop|esta-3S&PRET=be prep|por=for det:poss|mi=my n|mamá&f=mommy prep|que=than adv|no=no v|entra-1S&PRET=come_in aprep|a=to inf|hace-INF=do det:art|un&m=one n|curso&m=course prep|para=for n|policía&f=police .,%mor:,0,,,0,0,0,,,,,
909,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1508,cop|esta-3s&pret=be,fue por mi mamá que no entré a hacer un curso para policía .%mor: cop|esta-3S&PRET=be prep|por=for det:poss|mi=my n|mamá&f=mommy prep|que=than adv|no=no v|entra-1S&PRET=come_in aprep|a=to inf|hace-INF=do det:art|un&m=one n|curso&m=course prep|para=for n|policía&f=police .,%svd:,estar,na,na,na,na,na,na,na,na,clausal referent,
910,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1508,v|entra-1s&pret=come_in,fue por mi mamá que no entré a hacer un curso para policía .%mor: cop|esta-3S&PRET=be prep|por=for det:poss|mi=my n|mamá&f=mommy prep|que=than adv|no=no v|entra-1S&PRET=come_in aprep|a=to inf|hace-INF=do det:art|un&m=one n|curso&m=course prep|para=for n|policía&f=police .,%svd:,entrar,0,1,1,s,pret,,switch,,,
911,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1513,.,&unjú .,%mor:,0,,,0,0,0,,,,,
912,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1514,.,"porque siempre me gustó, pero ahora ya no &daaaa .%mor: conj|porque=because adv|siempre=always pro:obj|me=me v|gusta-3S&PRET=like cm|cm conj|pero=but adv|ahora=now adv|ya=already adv|no=no .",%mor:,0,,,0,0,0,,,,,
913,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1514,v|gusta-3s&pret=like,"porque siempre me gustó, pero ahora ya no &daaaa .%mor: conj|porque=because adv|siempre=always pro:obj|me=me v|gusta-3S&PRET=like cm|cm conj|pero=but adv|ahora=now adv|ya=already adv|no=no .",%svd:,gustar,na,na,na,na,na,na,na,na,gustar-type verb,
914,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,FAT,.,male,.,.,Father,.,.,1518,.,xxx .,%mor:,0,,,0,0,0,,,,,
915,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1519,v|deci-1s&pres=say,"ahora le digo a él, ahora que empieza el curso +...%mor: adv|ahora=now pro:ind|le=him v|deci-1S&PRES=say aprep|a=to pro:head|él&m=he cm|cm adv|ahora=now pro:rel|que=that v|empeza-3S&PRES=begin det:art|el&m&SG=the n|curso&m=course +...",%mor:,0,,,0,0,0,,,,,
916,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1519,v|deci-1s&pres=say,"ahora le digo a él, ahora que empieza el curso +...%mor: adv|ahora=now pro:ind|le=him v|deci-1S&PRES=say aprep|a=to pro:head|él&m=he cm|cm adv|ahora=now pro:rel|que=that v|empeza-3S&PRES=begin det:art|el&m&SG=the n|curso&m=course +...",%svd:,decir,0,1,1,s,pres,,,,,
917,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1519,v|empeza-3s&pres=begin,"ahora le digo a él, ahora que empieza el curso +...%mor: adv|ahora=now pro:ind|le=him v|deci-1S&PRES=say aprep|a=to pro:head|él&m=he cm|cm adv|ahora=now pro:rel|que=that v|empeza-3S&PRES=begin det:art|el&m&SG=the n|curso&m=course +...",%svd:,empezar,0,0,3,s,pres,,,,,
918,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1523,.,voy a empezar a ver si puedo estudiar Peluquería .%mor: v|i-1S&PRES=go aprep|a=to inf|empeza-INF=begin aprep|a=to inf|ve-INF=see conj|si=if v|pode-1S&PRES=can inf|estudia-INF=study n:prop|Peluquería .,%mor:,0,,,0,0,0,,,,,
919,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1523,v|i-1s&pres=go,voy a empezar a ver si puedo estudiar Peluquería .%mor: v|i-1S&PRES=go aprep|a=to inf|empeza-INF=begin aprep|a=to inf|ve-INF=see conj|si=if v|pode-1S&PRES=can inf|estudia-INF=study n:prop|Peluquería .,%svd:,ir,0,1,1,s,pres,,switch,,,
920,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1523,v|pode-1s&pres=can,voy a empezar a ver si puedo estudiar Peluquería .%mor: v|i-1S&PRES=go aprep|a=to inf|empeza-INF=begin aprep|a=to inf|ve-INF=see conj|si=if v|pode-1S&PRES=can inf|estudia-INF=study n:prop|Peluquería .,%svd:,poder,0,1,1,s,pres,same,same,,,
921,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1527,.,de lo que me gusta .%mor: prep|de=of pro:obj|lo&m=him pro:rel|que=that pro:obj|me=me v|gusta-3S&PRES=like .,%mor:,0,,,0,0,0,,,,,
922,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1527,v|gusta-3s&pres=like,de lo que me gusta .%mor: prep|de=of pro:obj|lo&m=him pro:rel|que=that pro:obj|me=me v|gusta-3S&PRES=like .,%svd:,gustar,na,na,na,na,na,na,na,na,gustar-type verb,
923,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1530,.,y acá se gana muy bien en la Peluquería .%mor: coord|y=and adv|acá=there pro:refl|se=itself v|gana-3S&PRES=win adv|muy=very adv|bien=well prep|en=in det:art|el&f&SG=the n:prop|Peluquería .,%mor:,0,,,0,0,0,,,,,
924,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1530,v|gana-3s&pres=win,y acá se gana muy bien en la Peluquería .%mor: coord|y=and adv|acá=there pro:refl|se=itself v|gana-3S&PRES=win adv|muy=very adv|bien=well prep|en=in det:art|el&f&SG=the n:prop|Peluquería .,%svd:,ganar,na,na,na,na,na,na,na,na,impersonal,
925,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1534,!,"sí, se gana re bien en la Peluquería acá !%mor: co|sí=yes cm|cm pro:refl|se=itself v|gana-3S&PRES=win adv|re=really n|bien&m=good prep|en=in det:art|el&f&SG=the n:prop|Peluquería adv|acá=there !",%mor:,0,,,0,0,0,,,,,
926,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1534,v|gana-3s&pres=win,"sí, se gana re bien en la Peluquería acá !%mor: co|sí=yes cm|cm pro:refl|se=itself v|gana-3S&PRES=win adv|re=really n|bien&m=good prep|en=in det:art|el&f&SG=the n:prop|Peluquería adv|acá=there !",%svd:,ganar,na,na,na,na,na,na,na,na,impersonal,
927,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1538,.,"mejor todavía si tenés tu, tu cada propia .%mor: adj|mejor=better adv|todavía=still conj|si=if v|tene-2S&PRES=have det:poss|tu=your cm|cm det:poss|tu=your det:indef|cada=each adj|propio-f=own .",%mor:,0,,,0,0,0,,,,,
928,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1538,v|tene-2s&pres=have,"mejor todavía si tenés tu, tu cada propia .%mor: adj|mejor=better adv|todavía=still conj|si=if v|tene-2S&PRES=have det:poss|tu=your cm|cm det:poss|tu=your det:indef|cada=each adj|propio-f=own .",%svd:,tener,0,1,2,s,pres,,,,,
929,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1542,.,y podés poner una Peluquería en tu casa .%mor: coord|y=and v|pode-2S&PRES=can inf|pone-INF=put det:art|un-f=one n:prop|Peluquería prep|en=in det:poss|tu=your n|casa&f=house .,%mor:,0,,,0,0,0,,,,,
930,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1542,v|pode-2s&pres=can,y podés poner una Peluquería en tu casa .%mor: coord|y=and v|pode-2S&PRES=can inf|pone-INF=put det:art|un-f=one n:prop|Peluquería prep|en=in det:poss|tu=your n|casa&f=house .,%svd:,poder,0,1,2,s,pres,,same,,,
931,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,1545,!,+< totalmente !%mor: adv:adj|total-ADV=total !,%mor:,0,,,0,0,0,,,,,
932,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1547,aux|esta-1s&pres=be,le estoy diciendo voy a ver y voy a +...%mor: pro:ind|le=him aux|esta-1S&PRES=be part|deci-PROG=say v|i-1S&PRES=go aprep|a=to inf|ve-INF=see coord|y=and v|i-1S&PRES=go aprep|a=to +...,%mor:,0,,,0,0,0,,,,,
933,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1547,aux|esta-1s&pres=be,le estoy diciendo voy a ver y voy a +...%mor: pro:ind|le=him aux|esta-1S&PRES=be part|deci-PROG=say v|i-1S&PRES=go aprep|a=to inf|ve-INF=see coord|y=and v|i-1S&PRES=go aprep|a=to +...,%svd:,estar,0,1,1,s,pres,,,,,
934,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1547,v|i-1s&pres=go,le estoy diciendo voy a ver y voy a +...%mor: pro:ind|le=him aux|esta-1S&PRES=be part|deci-PROG=say v|i-1S&PRES=go aprep|a=to inf|ve-INF=see coord|y=and v|i-1S&PRES=go aprep|a=to +...,%svd:,ir,0,1,1,s,pres,same,same,,,
935,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1547,v|i-1s&pres=go,le estoy diciendo voy a ver y voy a +...%mor: pro:ind|le=him aux|esta-1S&PRES=be part|deci-PROG=say v|i-1S&PRES=go aprep|a=to inf|ve-INF=see coord|y=and v|i-1S&PRES=go aprep|a=to +...,%svd:,ir,0,1,1,s,pres,same,same,,,
936,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,1551,.,"porque no es mucho, le digo .%mor: conj|porque=because adv|no=no cop|se-3S&PRES=be adv|mucho=much cm|cm pro:ind|le=him v|deci-1S&PRES=say .",%mor:,0,,,0,0,0,,,,,
